name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
chicago,2010-10-07,75,49.5,61.9,75,48.8,61.9,41,50,0,0,0,,,,16.1,8.6,318.5,1018.1,0.3,9.9,207.9,18,7,,2010-10-07T06:53:51,2010-10-07T18:22:06,1,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-08,79.1,48.8,64.1,79.1,48.8,64.1,38,42,0,0,0,,,,20.8,13.7,240.8,1017.4,13.2,9.9,200.9,17.4,7,,2010-10-08T06:54:57,2010-10-08T18:20:27,0,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-09,85.5,56.6,70,83.6,56.6,69.7,49.4,49.5,0,0,0,,,,,8.1,246.9,1015,8.6,9.9,189.6,16.3,7,,2010-10-09T06:56:04,2010-10-09T18:18:47,0.02,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-10,83.1,58,70.4,81.3,58,70,50.4,52.3,0,0,0,,,,19.5,10.1,254.8,1012.6,50.7,9.8,189.6,16.5,7,,2010-10-10T06:57:10,2010-10-10T18:17:08,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-11,80.2,58.3,66.1,79.8,58.3,66.1,52.6,64.1,0,0,0,,,,,9.7,348.9,1010,68.8,9.8,136,11.8,5,,2010-10-11T06:58:17,2010-10-11T18:15:30,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-12,74.8,54.7,63.4,74.8,54.7,63.4,54.2,74.1,0,0,0,,,,13.9,9.4,58,1012.9,62.9,9.7,180.8,15.7,6,,2010-10-12T06:59:24,2010-10-12T18:13:53,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-13,63.2,49.3,58.7,63.2,47.7,58.6,49.3,72,0.103,100,25,rain,,,21.9,13.8,4.9,1017.4,71,9.6,73.6,6.3,3,,2010-10-13T07:00:32,2010-10-13T18:12:16,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-14,64.7,44.3,55.2,64.7,43.5,54.7,31.6,43.8,0,0,0,,,,25.3,14.5,261.9,1015.9,51.6,9.9,149.5,12.9,6,,2010-10-14T07:01:40,2010-10-14T18:10:40,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-15,60.9,47.8,54.4,60.9,42.7,53.8,39.9,58.9,0,0,0,,,,27.3,18.8,0.5,1016.4,31.8,9.9,170.9,14.8,6,,2010-10-15T07:02:48,2010-10-15T18:09:05,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-16,70.1,42.8,56.1,70.1,41.1,55.7,39,58.4,0,0,0,,,,27.8,16.6,221,1018.2,11.2,9.7,182.6,15.7,7,,2010-10-16T07:03:56,2010-10-16T18:07:31,0.33,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-17,64,47.9,55.6,64,44.8,55.4,37.2,51.2,0,0,0,,,,18.3,9.5,19.8,1018.6,36.2,9.9,178.5,15.6,7,,2010-10-17T07:05:05,2010-10-17T18:05:57,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-18,57.8,48,53.5,57.8,48,53.5,40.6,61.9,0,0,0,,,,18.3,11.5,45.8,1017,82.6,9.9,93.3,8.2,5,,2010-10-18T07:06:14,2010-10-18T18:04:24,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-19,59.4,40.9,50.3,59.4,40.2,49.7,35.1,59,0,0,0,,,,18.3,14.2,287.2,1015.5,53.9,9.9,142.2,12.4,6,,2010-10-19T07:07:24,2010-10-19T18:02:53,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-20,70.1,46.2,56.5,70.1,42.8,55.3,34.2,46.1,0,0,0,,,,42.9,18.1,252.1,1008.2,41.5,9.9,149.7,12.9,5,,2010-10-20T07:08:34,2010-10-20T18:01:22,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-21,55.4,42.4,48.7,55.4,36.7,46.4,30.4,51.4,0,0,0,,,,26.9,18.6,306.5,1013.5,36.4,9.9,168.7,14.6,6,,2010-10-21T07:09:44,2010-10-21T17:59:52,0.49,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-22,63.9,36.4,50.6,63.9,36.4,50.4,29,47.9,0.006,100,4.17,rain,,,,11,213.4,1019.2,19.5,9.9,173.7,15,6,,2010-10-22T07:10:54,2010-10-22T17:58:23,0.5,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-23,65.7,54.9,60.6,65.7,54.9,60.6,43.5,55,0.093,100,20.83,rain,,,33.8,19.6,206.1,1014.5,93.7,9.6,69.3,6.1,5,,2010-10-23T07:12:05,2010-10-23T17:56:56,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-24,71.5,57.3,64.4,71.5,57.3,64.4,50.9,62.8,0.342,100,25,rain,,,32.2,15.9,203.1,1007.6,89.9,9.8,113.2,9.8,6,,2010-10-24T07:13:16,2010-10-24T17:55:29,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-25,71.2,57.1,64.6,71.2,57.1,64.6,56.7,77,0.004,100,4.17,rain,,,28.9,19,188.6,999.5,76,8.6,128.5,11.1,6,,2010-10-25T07:14:28,2010-10-25T17:54:04,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-26,70.7,54.7,62.1,70.7,54.7,62.1,48.7,62.3,0.188,100,16.67,rain,,,46.4,31.6,209.7,989.6,86.5,9.4,125.2,10.8,6,,2010-10-26T07:15:39,2010-10-26T17:52:39,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-27,64.6,44.2,55.6,64.6,35.6,54.6,30.7,40.1,0,0,0,,,,50.6,34,239.5,1001.6,34,9.9,167.1,14.5,6,,2010-10-27T07:16:51,2010-10-27T17:51:16,0.6,Partially cloudy,Partly cloudy throughout the day.,wind,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-28,44.8,39.6,42.9,38.5,32.1,35.4,30.5,61.6,0,0,0,,,,36,21,278.4,1019,99.2,9.9,67.2,5.8,3,,2010-10-28T07:18:03,2010-10-28T17:49:54,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-29,48.4,32.6,41.4,44.8,27.5,36.8,26.3,56,0,0,0,,,,,10.3,255,1025.7,60.3,9.9,160.4,13.7,6,,2010-10-29T07:19:16,2010-10-29T17:48:34,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-30,62.6,42.5,50.3,62.6,35.2,47,31,48.3,0,0,0,,,,28.5,18.7,234.4,1012.2,54.5,9.9,118.7,10.2,5,,2010-10-30T07:20:29,2010-10-30T17:47:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-10-31,50.7,38.1,44.9,50.7,32.4,40.4,31.6,60.1,0,0,0,,,,20.8,12.1,21.7,1021.9,59.9,9.9,109,9.3,5,,2010-10-31T07:21:42,2010-10-31T17:45:57,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-01,53.1,38.4,44.7,53.1,37.9,42.8,32.9,64.6,0,0,0,,,,,10.6,69.4,1030.2,43.5,9.9,156,13.4,6,,2010-11-01T07:22:55,2010-11-01T17:44:41,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-02,51.7,35.6,43.1,51.7,31.3,41,29.3,59.2,0,0,0,,,,,11.3,104.2,1030.2,12.5,9.9,153.1,13.2,6,,2010-11-02T07:24:08,2010-11-02T17:43:26,0.91,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-03,53.4,35.5,42.7,53.4,31.6,40.1,32.2,67.1,0.005,100,4.17,rain,,,16.1,12,228.3,1016.9,51.7,9.7,106.1,9.1,4,,2010-11-03T07:25:22,2010-11-03T17:42:12,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-04,49.5,40.3,45,43.5,31,38.6,33.1,63.7,0.017,100,16.67,rain,,,34.7,20.5,341.8,1010.7,70.7,9.8,106.5,9.3,4,,2010-11-04T07:26:36,2010-11-04T17:41:00,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-05,39.3,31.2,36,31.3,20.7,27.6,19.7,51.9,0,0,0,,,,25.3,17.6,338.5,1017.1,52.6,9.9,124.4,10.7,5,,2010-11-05T07:27:50,2010-11-05T17:39:50,1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-06,45.3,27.4,36.5,42.2,21.5,31.9,17.5,47.8,0,0,0,,,,,9.3,248.8,1026.5,39,9.9,120.7,10.5,5,,2010-11-06T07:29:04,2010-11-06T17:38:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-07,59,35.7,46,59,27.5,42.4,24.4,43.3,0,0,0,,,,20.8,12.4,202,1022.5,36.3,9.9,134.1,12,6,,2010-11-07T06:30:18,2010-11-07T16:37:34,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-08,66.5,41,53.5,66.5,37.8,52.7,31.1,44.4,0,0,0,,,,,11.1,178.4,1014.8,32,9.9,141.7,12.2,6,,2010-11-08T06:31:32,2010-11-08T16:36:28,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-09,68.2,44.2,55.3,68.2,41.7,54.9,36.2,49.1,0,0,0,,,,,10.3,142,1014.4,2.8,9.9,135.3,11.7,5,,2010-11-09T06:32:46,2010-11-09T16:35:24,0.06,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-10,68.9,44.5,56.6,68.9,41.1,56,37.3,50.2,0,0,0,,,,18.3,11.4,148,1018.7,41.8,9.7,109.8,9.4,4,,2010-11-10T06:34:00,2010-11-10T16:34:22,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-11,66.7,48.9,57.7,66.7,46.8,57.6,42.8,57.7,0.033,100,8.33,rain,,,,8.4,221.6,1025.6,67.1,9.6,106.7,9.1,4,,2010-11-11T06:35:14,2010-11-11T16:33:22,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-12,57.5,50.3,52.7,57.5,50.3,52.7,44.2,72.9,0.013,100,12.5,rain,,,19.5,11.6,31.9,1026.3,80,9.6,94.2,8.3,4,,2010-11-12T06:36:28,2010-11-12T16:32:23,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-13,57.3,39.6,49.5,57.3,30.5,46.5,39.6,69.6,0.012,100,8.33,rain,,,31.8,19.8,202.3,1014.1,97.6,8.9,45.9,4,3,,2010-11-13T06:37:42,2010-11-13T16:31:26,0.24,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-14,47.7,37.6,41.5,42.6,28.4,34,29.7,63.5,0.027,100,20.83,rain,,,30.9,21.8,243.2,1012.1,96.3,9.7,124.6,10.8,5,,2010-11-14T06:38:56,2010-11-14T16:30:32,0.28,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-15,51.1,34.6,42.8,51.1,30.7,39.5,34.2,73.2,0.004,100,4.17,rain,,,21.9,12.7,186.7,1012.1,56.7,9.4,112.6,9.8,5,,2010-11-15T06:40:10,2010-11-15T16:29:39,0.33,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-16,48.2,34.9,42.2,45.3,32.3,39.3,31.2,65.4,0,0,0,,,,,8.9,39.4,1007.1,67.9,9.6,49.1,4.2,2,,2010-11-16T06:41:23,2010-11-16T16:28:48,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-17,46.5,37.4,41.6,42.3,33.8,37,35.7,79.4,0,0,0,,,,18.3,12.9,285.1,1015.5,90.3,6.5,35,3,1,,2010-11-17T06:42:36,2010-11-17T16:27:59,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-18,39.7,31.4,35.6,34.1,25.9,31,25.1,65.9,0,0,0,,,,17.2,10,309.5,1025.9,72,9.9,117,10.1,5,,2010-11-18T06:43:49,2010-11-18T16:27:12,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-19,50.9,28.2,38.6,50.9,21.3,33.4,28.4,67.4,0,0,0,,,,30.2,19.7,206.3,1020.4,66.8,9.3,118,10.2,5,,2010-11-19T06:45:01,2010-11-19T16:26:27,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-20,43.7,34.6,39.7,38.7,28.1,34.9,30.6,70.5,0,0,0,,,,20.8,13.6,45.8,1023.8,86.2,8.2,82.4,7.1,3,,2010-11-20T06:46:13,2010-11-20T16:25:44,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-21,60.8,42.2,50.8,60.8,37.2,48.4,45.5,82.3,0,0,0,,,,29.9,20.5,176.3,1014.6,99.8,5.1,52.2,4.4,3,,2010-11-21T06:47:25,2010-11-21T16:25:03,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-22,66.4,42.2,59.7,66.4,34.6,58.9,54.1,81.7,0.821,100,29.17,rain,,,32.4,18.5,211.5,1008,98.6,7.5,69.7,6,3,,2010-11-22T06:48:36,2010-11-22T16:24:25,0.51,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-23,40.4,27.5,31.5,32.3,15,22.5,19.1,60.4,0,0,0,,,,29.8,20,282.4,1021.8,18.4,9.9,123.5,10.6,5,,2010-11-23T06:49:46,2010-11-23T16:23:48,0.52,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-24,39.7,27,33.4,32,19.7,25.1,26.7,76.7,0.121,100,37.5,"rain,snow",,,32.5,19.3,128.8,1019.1,88.6,8.9,26.6,2.4,1,,2010-11-24T06:50:56,2010-11-24T16:23:14,0.54,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-25,39.4,22.5,34.7,39.4,9.2,27.5,29.1,81.5,0.011,100,12.5,rain,,,28.4,21.7,273.1,1008.3,84.7,6.6,26.8,2.2,1,,2010-11-25T06:52:05,2010-11-25T16:22:42,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-26,33.1,18.9,26,22.6,5.4,13.8,12.4,56.5,0,0,0,,,,28.7,19.6,256,1012.5,43.2,9.9,102.5,8.8,4,,2010-11-26T06:53:13,2010-11-26T16:22:12,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-27,34.1,22.3,27.7,29.6,11.6,20.4,15.8,60.9,0,0,0,,,,22.7,14.8,276.2,1018.7,23.7,9.9,116.4,10.1,5,,2010-11-27T06:54:21,2010-11-27T16:21:45,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-28,44.9,23.7,34.3,38.6,17.8,27.7,24.4,67.4,0,0,0,,,,28.9,15.2,163.8,1022,59.6,9.8,113,9.8,5,,2010-11-28T06:55:27,2010-11-28T16:21:19,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-29,49.6,36.5,43.3,43.9,29.8,37.1,33.9,69.8,0.251,100,29.17,rain,,,30,17.1,155.4,1013.4,90.4,9.3,63.1,5.5,3,,2010-11-29T06:56:33,2010-11-29T16:20:56,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-11-30,49.6,26.3,35.6,45.8,12.9,25.8,30.3,81,0.014,100,16.67,rain,,,31.9,22.5,238.8,1005.9,100,8.4,66.2,5.6,3,,2010-11-30T06:57:38,2010-11-30T16:20:36,0.85,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-01,26.2,22.6,24.7,15,8.2,12.1,15.6,67.7,0,0,0,,,,28,20.7,263.7,1014.2,100,8.3,44.6,3.7,2,,2010-12-01T06:58:42,2010-12-01T16:20:17,0.9,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-02,32.4,23.6,27.7,23.8,12.9,18.6,16.2,62.3,0,0,0,,,,21.5,13.2,273.4,1021.3,92.9,9.9,87.8,7.5,4,,2010-12-02T06:59:45,2010-12-02T16:20:01,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-03,31.4,19.3,26.8,31.3,11.2,22.6,16.2,64.3,0,0,0,,,,,7.7,314.4,1023.7,59.5,9.9,72.5,6.2,4,,2010-12-03T07:00:46,2010-12-03T16:19:48,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-04,33.1,25.6,29.5,30.4,16.1,23.1,25.5,85.1,0.139,100,70.83,"rain,snow",,2.4,20.8,12.7,354.4,1020.6,91.4,3.7,40.7,3.4,2,,2010-12-04T07:01:47,2010-12-04T16:19:36,1,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-05,26.2,13.6,22.4,16.5,1,11.2,15.4,74.6,0,0,0,,,2.6,23.4,14.9,303.6,1026.1,60.7,9.7,72.3,6.1,3,,2010-12-05T07:02:46,2010-12-05T16:19:27,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-06,19.3,10.2,15.6,7.4,-4,2.2,7,68.5,0,0,0,,,2.3,23,14,296.6,1023.6,66.5,9.6,60.4,5.3,3,,2010-12-06T07:03:44,2010-12-06T16:19:21,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-07,20.8,12.1,16.6,9.6,-0.1,4.7,6.1,62.9,0,0,0,,,2.3,19.5,13.5,305.1,1022.7,29.6,9.9,108.5,9.4,5,,2010-12-07T07:04:40,2010-12-07T16:19:17,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-08,24.9,12.3,17.3,16.2,1.9,8.1,6.4,62.4,0,0,0,,,2.5,,9,296.7,1025,38.2,9.9,104.1,9.1,5,,2010-12-08T07:05:35,2010-12-08T16:19:15,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-09,28.3,10.8,19.9,17.5,7.6,12,12.3,72.8,0.015,100,8.33,snow,,2.3,27.2,16.7,175,1022.5,85.7,7.8,58.5,5.2,3,,2010-12-09T07:06:29,2010-12-09T16:19:16,0.07,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-10,37.5,26.5,31.2,30.8,19,24.1,25.2,78.6,0,0,0,,,2.9,20.8,13,219.2,1015,48.6,6.8,92.3,8,4,,2010-12-10T07:07:21,2010-12-10T16:19:19,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-11,36.9,25.3,33,31.2,15.2,26.6,30.2,89.4,0.211,100,50,"rain,snow",,1.9,27.5,16.8,145.3,1007.9,95.1,3.1,21.1,1.8,1,,2010-12-11T07:08:11,2010-12-11T16:19:24,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-12,29.8,14.5,22.6,16,-5.9,7.9,16.5,77.5,0.031,100,25,snow,,1.9,44.8,31.9,325.2,1005,98.7,5.6,36.3,3.1,2,,2010-12-12T07:09:00,2010-12-12T16:19:32,0.2,"Snow, Overcast",Cloudy skies throughout the day with snow in the morning and afternoon.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-13,16.8,9.2,12.1,2.4,-9.5,-5.1,2.9,65.8,0,0,0,,,2.3,34.1,24.5,325.3,1020.7,66.1,9.6,52.2,4.5,2,,2010-12-13T07:09:47,2010-12-13T16:19:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
chicago,2010-12-14,21,6.7,12.7,11.7,-6.6,2.1,3.2,65.6,0,0,0,,,2.7,,10.4,317.7,1023.7,16.9,9.9,107,9.3,4,,2010-12-14T07:10:32,2010-12-14T16:19:55,0.29,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-15,24.4,5.3,15,24.4,-0.3,12.5,3.7,62.8,0,0,0,,,2.4,,6.7,111.7,1019.2,47.7,9.5,103.9,9,5,,2010-12-15T07:11:16,2010-12-15T16:20:10,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-16,27.9,20.5,24.4,23.6,11.9,18.6,12.7,61.1,0.001,100,4.17,snow,,1.8,,9.9,325.4,1011.8,99.5,8.6,69.4,6,4,,2010-12-16T07:11:57,2010-12-16T16:20:27,0.38,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-17,21.8,12.7,16.7,12,0,5,8.1,69,0,0,0,,,2.7,20.8,14.2,250.6,1019.2,27,8.7,101.7,8.8,4,,2010-12-17T07:12:37,2010-12-17T16:20:47,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-18,19.4,11.6,15.5,6.9,-1.1,2.7,7.3,70,0,0,0,,,2.7,23,15.9,251.4,1018.8,29.6,8.8,84.1,7.2,4,,2010-12-18T07:13:15,2010-12-18T16:21:08,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-19,21.3,11.7,16.6,12.1,3.7,7.8,7.9,68.6,0,0,0,,,2.7,,11,252.2,1019.7,59.8,9.7,94.3,8.2,4,,2010-12-19T07:13:51,2010-12-19T16:21:33,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-20,26.3,9.8,19.7,18.5,9,13.9,13.5,77.1,0.064,100,25,snow,,2.7,,10.9,128,1021.8,83,6.1,38.5,3.3,2,,2010-12-20T07:14:24,2010-12-20T16:21:59,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-21,31.8,25.6,29.6,26.9,14.6,22.6,27.6,92.4,0.002,100,8.33,"rain,snow",,5.1,,12.2,140.9,1017.4,100,1.4,55.3,4.8,3,,2010-12-21T07:14:56,2010-12-21T16:22:27,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-12-22,34.9,19.3,28.2,27.7,7.1,18.6,21.7,77,0,0,0,,,4.6,28,15.8,326.8,1024.7,80.5,7.6,63.5,5.5,3,,2010-12-22T07:15:26,2010-12-22T16:22:58,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
